States.UTs,YEAR,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,FirstQuarter,SecondQuarter,ThirdQuarter,FourthQuarter,ANNUAL
Jammu & Kashmir,1934,110.1,27.2,71.1,96.8,36.2,60.7,146.3,158.9,16.8,3.5,2,73.5,208.4,193.7,322,79,1197.4
Jammu & Kashmir,1935,193.3,95.7,129.9,145.5,20.1,44.7,154.3,183.4,30.4,19.5,48.9,19.7,418.9,210.3,368.1,88.1,1151.6
Jammu & Kashmir,1936,59.9,168.9,242.1,62.4,21.8,96,163.6,140.2,54.7,16.7,19.9,94.7,470.9,180.2,358.5,131.3,1664.4
Jammu & Kashmir,1937,67.9,160,91,80.7,19.5,32.2,133,73.5,57.5,88.7,14.7,121.1,318.9,132.4,264,224.5,1450.4
Jammu & Kashmir,1938,183.1,194.2,132.6,76.4,14.8,118.7,123,136.7,11.2,31,11.1,29,509.9,209.9,270.9,71.1,1229.7
Jammu & Kashmir,1939,89.1,221,179.9,68.5,19.6,34.6,164.2,95.2,72.7,57.4,0,1.1,490,122.7,332.1,58.5,1519.8
Jammu & Kashmir,1940,96.8,61.1,108.9,71.9,69,85.2,127.4,151.9,69.9,8.5,8.6,19.2,266.8,226.1,349.2,36.3,1231.9
Jammu & Kashmir,1941,81.7,52.5,109.6,40.1,41.3,44,120.2,100.8,163.2,11.4,19.9,87,243.8,125.4,384.2,118.3,1513.6
Jammu & Kashmir,1942,127.7,196.9,39.4,85.9,88,35.5,200,274.5,80.3,21.7,9.8,80.2,364,209.4,554.8,111.7,1589
Jammu & Kashmir,1943,245.5,37.5,145,94.9,124.8,27.6,135.1,228.8,94,1.1,3.6,29.8,428,247.3,457.9,34.5,1556.1
Jammu & Kashmir,1944,114.9,142.5,98.8,72.5,26.4,37.2,193.9,183.2,51.1,18.4,37.8,74.2,356.2,136.1,428.2,130.4,1386.5
Jammu & Kashmir,1945,131.7,23,138.2,101.8,37.8,49.8,129.7,104.1,94.3,26.1,9.5,10.3,292.9,189.4,328.1,45.9,1308.7
Jammu & Kashmir,1946,36.6,89.7,87.1,26,32.4,82.6,159,173.8,16.3,43.5,70.8,104.5,213.4,141,349.1,218.8,1553.2
Jammu & Kashmir,1947,64.7,81.9,68.3,5.7,61.3,39.2,130,182,177.9,14.6,8.9,79.4,214.9,106.2,489.9,102.9,1234.6
Jammu & Kashmir,1948,47.9,133.7,261.1,43.4,21.4,66.9,278.3,182,60.6,6.2,5.5,76.1,442.7,131.7,520.9,87.8,1402.7
Jammu & Kashmir,1949,101.3,194,127.7,59.1,54.9,69.2,144.6,85.1,38.6,24,11,37.5,423,183.2,268.3,72.5,1436.7
Jammu & Kashmir,1950,367.8,96.1,115.4,119.3,55.5,20.9,182.2,175.6,371.1,12.8,0.7,5.7,579.3,195.7,728.9,19.2,1392.9
Jammu & Kashmir,1951,107.3,99.3,120.6,90.1,94.6,64.8,116.9,160.6,27.4,23,25.4,32.8,327.2,249.5,304.9,81.2,1071.6
Jammu & Kashmir,1952,88.2,94.1,199.5,42.7,62.8,77.4,175.9,216.9,19.4,1.4,16,75.2,381.8,182.9,412.2,92.6,1387.3
Jammu & Kashmir,1953,135.5,46.6,98.6,97.2,29.6,75.4,248.7,257.5,117.5,51.3,16,55.8,280.7,202.2,623.7,123.1,1509.4
Jammu & Kashmir,1954,308.4,250.6,60.7,16.2,73.7,26.1,96.1,123.2,286,38.1,15.9,12.3,619.7,116,505.3,66.3,1059.5
Jammu & Kashmir,1955,47.9,14.9,124.4,64.4,113.5,20.8,160,329.4,89.2,170.6,0,21.4,187.2,198.7,578.6,192,1080.8
Jammu & Kashmir,1956,136.4,63.9,180.9,115.1,18.5,113,356.8,292.5,49.3,134,2.5,57.8,381.2,246.6,698.6,194.3,1555.7
Jammu & Kashmir,1957,184.1,144.7,110.9,222.7,144.4,73.5,143.8,203.2,29.9,113.6,86.9,62.6,439.7,440.6,376.9,263.1,1377.4
Jammu & Kashmir,1958,38.7,85.8,116,101,91.6,34.5,253.5,265.1,229.3,25.3,16.3,93.3,240.5,227.1,747.9,134.9,1180.5
Jammu & Kashmir,1959,113.5,120.8,114.6,33.3,57.4,19.8,454.6,243.7,243,47.3,85.2,17,348.9,110.5,941.3,149.5,1599.9
Jammu & Kashmir,1960,48.2,9.9,144.7,47,29.3,23.3,202.3,183.3,34.2,1.1,4.1,39,202.8,99.6,419.8,44.2,1248.8
Jammu & Kashmir,1961,103.3,57.9,54.5,107.5,55.1,107.3,199.6,217.4,118.3,28.8,53.2,35,215.7,269.9,535.3,117,1560.6
Jammu & Kashmir,1962,20.5,97,51,117.5,34,41.1,132.7,137.1,171.3,11.9,52.7,63.5,168.5,192.6,441.1,128.1,1047.7
Jammu & Kashmir,1963,0,36.4,251.8,188.9,82.4,24.8,68.4,67,32.9,12.8,83.5,60.2,288.2,296.1,168.3,156.5,1314.9
Jammu & Kashmir,1964,126.2,60.7,96,134.6,41.3,92.7,167.4,99.4,64,1.3,4.6,58,282.9,268.6,330.8,63.9,1150.4
Jammu & Kashmir,1965,62.2,138.1,99.9,179.8,153.4,32.4,83.9,62,16.4,26.2,33,25.2,300.2,365.6,162.3,84.4,1012.4
Jammu & Kashmir,1966,1.5,199.3,155.2,148.5,114,59.9,169.7,203.9,217.4,83.6,3.5,22.4,356,322.4,591,109.5,879.7
Jammu & Kashmir,1967,17.5,114,156.9,88.1,54.5,52,137.9,160.6,115.9,47.1,15.7,131.2,288.4,194.6,414.4,194,1225.3
Jammu & Kashmir,1968,117.2,72.4,85.2,63,58.6,52.1,259.3,183.2,20.9,65.6,29.8,58.2,274.8,173.7,463.4,153.6,1293.2
Jammu & Kashmir,1969,81.2,139.7,112.1,174.1,107.7,33.3,156.6,176.4,45,62.8,5.6,1.1,333,315.1,378,69.5,1158.1
Jammu & Kashmir,1970,51.7,44.5,94.1,36,37.5,79.5,67.2,99.8,84.4,57.3,0,4.9,190.3,153,251.4,62.2,1291.4
Jammu & Kashmir,1971,28.1,112,10.4,111,34.5,93.2,117.6,192.7,13.5,3.6,27.1,20.8,150.5,238.7,323.8,51.5,1898.7
Jammu & Kashmir,1972,70.2,128.5,169.3,119.5,84.1,31.8,122.4,142.8,67.5,96.7,25.8,87.1,368,235.4,332.7,209.6,996.2
Jammu & Kashmir,1973,134.1,83.4,131.3,65.9,57.2,29.1,180.9,299.7,45.5,21.6,0,51.8,348.8,152.2,526.1,73.4,1441.2
Jammu & Kashmir,1974,118.1,100.6,64.3,46.2,76,122.3,90.1,49.1,44,12,0.6,79.2,283,244.5,183.2,91.8,1127
Jammu & Kashmir,1975,71.5,94.3,180.1,83.5,98.4,39.6,262.7,256.5,73.5,1.8,12.8,5.8,345.9,221.5,592.7,20.4,1361.5
Jammu & Kashmir,1976,96.6,156.4,116.8,72.4,41.1,47.6,108.2,266.9,58.8,35.1,0,23.5,369.8,161.1,433.9,58.6,1191.7
Jammu & Kashmir,1977,150.2,21.3,21.1,145.3,68.8,56.5,183.7,115,63.2,36.1,20.8,73.1,192.6,270.6,361.9,130,1521.5
Jammu & Kashmir,1978,50.2,73,253.6,60.6,40.4,76.7,172,173.4,70.1,1.1,89.7,0.8,376.8,177.7,415.5,91.6,1556.3
Jammu & Kashmir,1979,65.6,98.4,228.6,58.4,147.1,51.6,103.8,115.9,71,7.6,89.9,39.5,392.6,257.1,290.7,137,882.8
Jammu & Kashmir,1980,84.1,171.6,136.8,36.1,61.4,106.9,161.9,68.7,57.8,28,47.3,57.1,392.5,204.4,288.4,132.4,1340.4
Jammu & Kashmir,1981,146.1,131.2,227.3,88.9,76.7,72.3,216,90.3,26.7,15.3,37.4,7.3,504.6,237.9,333,60,1167.2
Jammu & Kashmir,1982,91.9,139,222.4,128.7,104.6,42,89.6,134.5,33.3,64.2,55.9,96,453.3,275.3,257.4,216.1,1085.3
Jammu & Kashmir,1983,118.8,97.2,318.8,207.8,108.8,67.1,154,222.1,115.1,39.7,14.6,21.2,534.8,383.7,491.2,75.5,1261.8
Jammu & Kashmir,1984,33.6,181.2,90.5,128.2,52.3,63.2,159.6,234.7,96.4,2,45.4,70.2,305.3,243.7,490.7,117.6,1529.8
Jammu & Kashmir,1985,80.1,23.7,42.1,71.4,106.9,54.4,295.5,154.8,54.7,90,13.9,179.7,145.9,232.7,505,283.6,1240.3
Jammu & Kashmir,1986,20.9,110.9,235,163.7,72.4,63.5,230.8,217.9,36.9,45.5,164.1,159.5,366.8,299.6,485.6,369.1,1335.5
Jammu & Kashmir,1987,45,150.1,140.4,134.7,234.4,125.1,71.9,128.4,47,122.8,0.3,15.9,335.5,494.2,247.3,139,1332.7
Jammu & Kashmir,1988,78.2,155.5,280.2,46.8,39.9,76.3,413.8,165.7,308.6,5.4,7,93.6,513.9,163,888.1,106,1153.6
Jammu & Kashmir,1989,74.9,78.2,134.1,114.6,139,69.1,293.8,114.9,39.3,40.3,50.7,67.1,287.2,322.7,448,158.1,1148.9
Jammu & Kashmir,1990,110.2,206.5,309.8,98.4,28.6,69.1,193.3,133.5,115.6,38.6,10.5,259.7,626.5,196.1,442.4,308.8,1404.5
Jammu & Kashmir,1991,71.3,216.5,176.1,233.2,93.5,75.6,162.8,204.4,148.9,10.6,5.6,50.5,463.9,402.3,516.1,66.7,1251
Jammu & Kashmir,1992,161.9,91.2,194.7,86.8,110.7,44.6,168.8,306.1,226.6,22.6,36.4,27.6,447.8,242.1,701.5,86.6,933.2
Jammu & Kashmir,1993,114.9,123.6,233.1,31.8,106.5,93.6,324.7,63.4,84.3,13.2,54.4,0.2,471.6,231.9,472.4,67.8,1204
Jammu & Kashmir,1994,139.9,133,82.3,136.6,99.2,107.9,344.7,329.1,88.6,32.4,2.7,236,355.2,343.7,762.4,271.1,1579.4
Jammu & Kashmir,1995,101.4,210.2,129.3,124.9,74.4,56,408,241.3,140.1,38.8,45.6,49.6,440.9,255.3,789.4,134,1366.6
Jammu & Kashmir,1996,127.5,115.7,213.6,85.4,125.5,182,136,441.5,52.3,96.4,25.8,18.8,456.8,392.9,629.8,141,1191.6
Jammu & Kashmir,1997,68.4,55.6,164.1,144.5,89.1,81.2,126.6,270.2,75.4,77.3,84.3,59.2,288.1,314.8,472.2,220.8,1461.3
Jammu & Kashmir,1998,75,297.2,185.4,192.8,75.1,59.3,161,131.1,97.9,49.2,1.8,0,557.6,327.2,390,51,1353.7
Jammu & Kashmir,1999,183.5,56,91.6,24.3,47.6,51.9,133.8,145,84.8,3.5,68.4,0.2,331.1,123.8,363.6,72.1,1586.9
Jammu & Kashmir,2000,159.5,106.6,90.4,30.4,51.1,95.5,193.7,123.6,73.2,1.4,21,38.2,356.5,177,390.5,60.6,1191.5
Jammu & Kashmir,2001,17.4,54.3,81.7,92.8,69.6,121.7,243.9,126.7,53.9,12.7,51.6,26.4,153.4,284.1,424.5,90.7,1254.5
Jammu & Kashmir,2002,58.7,101.2,105.5,86.3,33,94.2,78.7,217.4,97.9,15.2,0.7,14.6,265.4,213.5,394,30.5,1034.9
Jammu & Kashmir,2003,26.9,267.2,170.9,117.5,111.3,41,136,185.5,126.1,13.3,33.7,81.7,465,269.8,447.6,128.7,1244.9
Jammu & Kashmir,2004,176,70.6,21.2,118.9,87.5,95.2,118,77.9,40.5,73.3,23.3,42.4,267.8,301.6,236.4,139,1136.8
Jammu & Kashmir,2005,296,403.5,189.7,64.9,92,41.6,440.3,77.7,50,14.6,21.8,0.5,889.2,198.5,568,36.9,960.5
Jammu & Kashmir,2006,200.3,92.3,96.8,34.4,43.8,74.3,209,331.5,203,46.2,72.5,115.8,389.4,152.5,743.5,234.5,1459.3
Jammu & Kashmir,2007,12.3,116.7,259.3,15,65.6,143.9,132.4,196.8,33,1.6,0,47,388.3,224.5,362.2,48.6,1437.3
Jammu & Kashmir,2008,153.5,130.8,9.9,97.7,63.3,134.9,266.3,166,44.7,42.4,25.2,89.8,294.2,295.9,477,157.4,1325.4
Jammu & Kashmir,2009,120.3,117.9,63.7,113.5,64.3,64.1,179.96,96.5,50.5,8.1,23.81,55.23,301.9,241.9,326.96,87.14,996.3
Jammu & Kashmir,2010,30.9,142.2,34.9,63.9,128.3,67.4,137.3,253.2,65,25,13.6,36.1,208,259.6,455.5,74.7,697.1
Jammu & Kashmir,2011,43.4,211.6,97.8,89,32.4,72.5,81.6,131.2,72,19.4,12.9,23.8,352.8,193.9,284.8,56.1,1374.6
Jammu & Kashmir,2012,150.9,95.8,45.2,86.6,48.9,32.6,118.8,264.9,106.7,15.7,10.8,57.8,291.9,168.1,490.4,84.3,1064.9
Jammu & Kashmir,2013,52.2,136.4,41.9,47.4,47.4,80.5,125.1,219.1,41.2,34.4,13.4,20.3,230.5,175.3,385.4,68.1,1253.5
Jammu & Kashmir,2014,75.8,64,153.1,76.1,52.7,25.3,100.5,134.6,362.8,32.2,14.1,2.3,292.9,154.1,597.9,48.6,1156.6
Jammu & Kashmir,2015,27.9,187.2,341.4,173.3,64.6,121.4,233.2,129.2,130.2,87.1,38.1,39.3,556.5,359.3,492.6,164.5,1081.8
Jammu & Kashmir,2016,34.5,44.4,191.4,82,58.4,62.9,193,181.8,45.1,3.3,0,6.1,270.3,203.3,419.9,9.4,1264.1
Jammu & Kashmir,2017,255.5,106.4,85,156.7,38.5,158.5,180.7,161.4,43.3,0.3,11.3,81.5,446.9,353.7,385.4,93.1,1165.7
Jharkhand,1901,92.7,66.6,11.1,18.4,33.5,70.9,269.4,415.1,248,37.3,11.5,0,170.4,122.8,932.5,48.8,1332.7
Jharkhand,1902,4.2,7.7,13.2,28.5,59.8,89.9,456.1,204.9,306.6,17.6,5.9,3.2,25.1,178.2,967.6,26.7,984.3
Jharkhand,1903,25.1,19.5,10.7,32.8,56.4,142.1,206.1,280.8,190.2,210.1,0.5,0,55.3,231.3,677.1,210.6,1178.1
Jharkhand,1904,2.5,17,38.1,9.1,116.1,308.9,494.1,336.1,125.6,30.6,2.3,0.4,57.6,434.1,955.8,33.3,1144.3
Jharkhand,1905,38.4,53.3,61.6,32.9,66.2,41.5,420.3,293.7,322.8,21.3,0,2.7,153.3,140.6,1036.8,24,886.2
Jharkhand,1906,45.8,128.5,35.9,1.7,33.9,170.9,355.6,251.6,185.4,96.8,7.1,1.1,210.2,206.5,792.6,105,1369.7
Jharkhand,1907,2,59.3,76,26.3,27.4,338.1,230.4,469.4,200.2,1.7,0,24.8,137.3,391.8,900,26.5,1009.6
Jharkhand,1908,12.2,46.4,4.8,0.6,48.6,210.1,326.2,368,171.6,25.5,0.1,0.1,63.4,259.3,865.8,25.7,1430.5
Jharkhand,1909,32.2,10.1,0.9,78.8,27.2,314,319.9,360.3,267.8,23.4,0,13.3,43.2,420,948,36.7,1122
Jharkhand,1910,20.7,9,2.4,24.4,43.7,255.5,268.6,334.5,244.7,84.2,9.4,0.3,32.1,323.6,847.8,93.9,1222.2
Jharkhand,1911,0.7,0.2,31.5,7.7,25.5,391.6,164.2,410.3,303.5,100.5,39.7,0,32.4,424.8,878,140.2,1197.1
Jharkhand,1912,1.7,25.1,15.2,29.7,42.4,125.2,361.7,347.6,108.7,34.3,51.2,0,42,197.3,818,85.5,1150.5
Jharkhand,1913,1.9,111.6,40.1,1,77.9,375.5,321.3,383.8,164.3,73.8,18.3,16.3,153.6,454.4,869.4,108.4,936.2
Jharkhand,1914,0.1,24.6,19.4,23.6,150.1,123.8,354.4,337,159.5,16.7,0,6.2,44.1,297.5,850.9,22.9,1250
Jharkhand,1915,7.7,36.7,33.4,10.7,58.6,149.7,270.2,220.5,214.7,60,39.9,0.1,77.8,219,705.4,100,1382.4
Jharkhand,1916,0,14.3,0.2,17.1,22.6,283.5,224.9,303.2,231.5,253.2,13.8,0,14.5,323.2,759.6,267,1480.2
Jharkhand,1917,1.7,40.1,17.1,9,107.1,287,359.5,372.8,251.2,277.1,1.2,0.5,58.9,403.1,983.5,278.8,1639.3
Jharkhand,1918,4.2,2.4,3.6,15.5,78.5,324,149.7,406.7,175.9,1.7,0,0.5,10.2,418,732.3,2.2,930.5
Jharkhand,1919,102.9,16.2,23.5,19,67.9,367.3,331.8,398.2,215.7,87.4,3.4,0.1,142.6,454.2,945.7,90.9,1747.3
Jharkhand,1920,0,19.5,62.6,8.8,41.9,109.4,660.2,321.6,184.7,6.3,0,0,82.1,160.1,1166.5,6.3,899.6
Jharkhand,1921,37.1,11,1.4,20.8,12.9,228.2,325.2,391.5,182.8,22.8,0,0,49.5,261.9,899.5,22.8,1132
Jharkhand,1922,8.2,6.2,0,14.5,19.5,305.3,404.7,365.9,250,58.8,9.2,0.9,14.4,339.3,1020.6,68.9,1237.9
Jharkhand,1923,0.7,68.3,5.3,5.1,26.7,186,398.4,552.5,124,46,18.2,0.6,74.3,217.8,1074.9,64.8,1443.8
Jharkhand,1924,23,16.6,1.9,12.2,26.3,148.7,431.8,269.6,323.6,75.1,103.1,0,41.5,187.2,1025,178.2,1315.4
Jharkhand,1925,4.7,6.1,12.1,37.1,84.6,196.5,428.3,314,172.5,63.5,7.7,0.5,22.9,318.2,914.8,71.7,1354.4
Jharkhand,1926,33.5,3.4,95,13.5,41.5,55.7,466.5,391.2,309.6,44.6,2.9,21,131.9,110.7,1167.3,68.5,1727
Jharkhand,1927,27.9,99,31.6,2.9,41.7,92.3,452.5,311.6,156.4,51.4,15.8,0,158.5,136.9,920.5,67.2,1235.9
Jharkhand,1928,51.4,11.8,3,26.4,48.1,313.4,396.7,213.7,131.7,183.3,0.1,4.4,66.2,387.9,742.1,187.8,1107
Jharkhand,1929,63.9,15.2,12.7,11.4,29.5,111.4,541.7,412.2,124.6,236.4,0,52.5,91.8,152.3,1078.5,288.9,1247.5
Jharkhand,1930,0.9,4.3,7.7,18.1,16.5,125.5,506.8,361.4,222.8,44.5,121.1,4.4,12.9,160.1,1091,170,1203.9
Jharkhand,1931,7,116.9,18,2.2,37.1,109,357,355.2,201.2,112.7,33.4,0.8,141.9,148.3,913.4,146.9,1342.2
Jharkhand,1932,0,32.8,4,15,45.8,96.5,374.1,297.8,221.1,50.2,55.5,0.9,36.8,157.3,893,106.6,1151.1
Jharkhand,1933,61.2,58.7,8.9,37,94,218.1,366.8,397.3,209.6,74.5,4.1,5.5,128.8,349.1,973.7,84.1,1368.4
Jharkhand,1934,24,10.3,1.8,13.1,13.6,166.7,324.2,341.4,230.5,55.9,12,3.9,36.1,193.4,896.1,71.8,1473.2
Jharkhand,1935,35.8,21.7,10,23.4,6.7,120.5,295.8,435.6,200,1.6,0,0.5,67.5,150.6,931.4,2.1,1279.9
Jharkhand,1936,15.9,18.9,13.5,5.4,93,279.1,378.9,346.2,356.8,135.2,11.4,10.1,48.3,377.5,1081.9,156.7,1504.2
Jharkhand,1937,0,96.4,4.9,20.7,72.1,186.1,363.2,300.8,276.2,129.6,0.4,0,101.3,278.9,940.2,130,1398.1
Jharkhand,1938,29,36.1,0.2,0.8,102.1,201,269,344.1,200.4,45.1,1.9,0,65.3,303.9,813.5,47,1373.7
Jharkhand,1939,14.7,47.8,41.7,15.4,18.3,237,367.3,378.2,257,139.8,1,1.6,104.2,270.7,1002.5,142.4,1347.3
Jharkhand,1940,0.2,38.1,89.6,15.6,42.3,123.3,339.6,387.3,130.1,41.2,0,24.6,127.9,181.2,857,65.8,1192.8
Jharkhand,1941,41.6,4.2,2.5,7,52.3,287.8,357.2,365.3,196.3,164.7,34.6,0.1,48.3,347.1,918.8,199.4,828.1
Jharkhand,1942,8.8,61.4,19.9,31.2,22.7,140.5,482.3,433.3,356.2,25.9,5.8,1,90.1,194.4,1271.8,32.7,1508.3
Jharkhand,1943,76.4,12.5,0.7,34.9,38.9,127.5,452.1,488,245,80.1,0,0,89.6,201.3,1185.1,80.1,1382.5
Jharkhand,1944,34.5,65.3,46.6,29.1,18.7,129.4,368.5,428.3,149,112.5,4.3,0.3,146.4,177.2,945.8,117.1,1427.1
Jharkhand,1945,45.8,27.4,0.4,25.6,45.2,168.4,276.6,293.1,277.2,144.6,3.2,1.2,73.6,239.2,846.9,149,1286.2
Jharkhand,1946,0,16.1,16.7,68.5,84.1,270.1,329.4,345,253,135.6,34.6,0.1,32.8,422.7,927.4,170.3,1494.5
Jharkhand,1947,12.1,24.1,45.9,2.8,35.7,143.8,291.1,302.8,253.5,106.2,2.3,14.3,82.1,182.3,847.4,122.8,1419.6
Jharkhand,1948,26.7,18.7,17.7,8.4,47,185.9,386,318,207.3,96.9,89.9,0.2,63.1,241.3,911.3,187,1430.5
Jharkhand,1949,21.8,16.2,15.5,57.4,107.8,187.3,364,384.7,215,66,0,1,53.5,352.5,963.7,67,1235.4
Jharkhand,1950,1,14.8,31.4,1.9,36.4,318.4,389.6,389.6,173.1,21.1,11.9,3.7,47.2,356.7,952.3,36.7,1177.9
Jharkhand,1951,5.1,0.4,48.9,24.2,25.1,177.5,259.1,267,186.1,69.2,9,0,54.4,226.8,712.2,78.2,1175.4
Jharkhand,1952,3.9,10.7,24.2,36,58,210.7,357.7,355.7,237.9,89.7,1.4,1.4,38.8,304.7,951.3,92.5,1155.4
Jharkhand,1953,35.3,11,0.8,7.4,28.5,213,440,416.2,314.5,23.4,19.3,0,47.1,248.9,1170.7,42.7,1007
Jharkhand,1954,12.4,8.4,4.3,3.5,29.7,160.9,272.2,267.4,257.8,35.3,0.6,7,25.1,194.1,797.4,42.9,1076.5
Jharkhand,1955,43.6,9.8,5.9,5.1,23.9,137.7,347.1,240.5,155.4,96.9,14.8,0.1,59.3,166.7,743,111.8,1420.9
Jharkhand,1956,13.9,25.7,50.3,5.8,78.5,259.3,301.6,344.6,312.9,140.9,14.3,7.9,89.9,343.6,959.1,163.1,1515.9
Jharkhand,1957,56.3,24.7,30.6,2.4,6.5,163.6,498.7,293.2,283,18.2,0,0.2,111.6,172.5,1074.9,18.4,1000.8
Jharkhand,1958,11.5,39.8,20,24.8,12.2,93.6,336.1,263.3,267.2,111.3,0.7,0,71.3,130.6,866.6,112,1171.5
Jharkhand,1959,51.6,5.6,5.2,17.5,56.4,188.5,332.6,305.8,363.9,272.8,0,0,62.4,262.4,1002.3,272.8,1302.2
Jharkhand,1960,6.6,0.5,29.3,1.9,32.1,115.6,310.1,432.7,274.6,44.8,0.6,0,36.4,149.6,1017.4,45.4,1252
Jharkhand,1961,8.9,84.3,1,4.6,30,298.6,296.3,358.2,317.2,155.3,1.6,4.6,94.2,333.2,971.7,161.5,1598.7
Jharkhand,1962,8.2,15,4.3,31.1,26.5,167.4,251.5,265.5,213.5,55.8,0,8.9,27.5,225,730.5,64.7,1068.4
Jharkhand,1963,2.8,7.8,9.9,23.3,67.7,171.5,301.6,249,241.3,228.6,11.2,0.2,20.5,262.5,791.9,240,1120.2
Jharkhand,1964,2.2,12.2,4.7,18.9,53.8,200.4,306.4,262,214.4,71.5,3.9,0,19.1,273.1,782.8,75.4,1187.3
Jharkhand,1965,0.8,8.7,26.6,31.3,14.8,113.1,354.6,215.9,206.2,39.2,0.3,0.9,36.1,159.2,776.7,40.4,697.9
Jharkhand,1966,24.7,3.8,0.2,10.5,22.1,233.2,174.1,263.4,87.9,35.8,15.9,8.1,28.7,265.8,525.4,59.8,849.3
Jharkhand,1967,8.6,1,39.9,24.2,43.7,71.9,283.5,450.8,268.5,19.8,1.1,12.3,49.5,139.8,1002.8,33.2,1407.8
Jharkhand,1968,34.4,9.4,5.5,4.7,22,272.6,351.5,420.5,97.2,71.2,0.5,3.7,49.3,299.3,869.2,75.4,973.7
Jharkhand,1969,6.2,4,5,34.7,86.1,130.2,299,337.4,209.4,25.1,20.9,0.1,15.2,251,845.8,46.1,1241.9
Jharkhand,1970,24.3,16.6,28,8.4,29.7,182.4,300,252.8,380.7,67,1.5,0,68.9,220.5,933.5,68.5,1342.3
Jharkhand,1971,43.4,24.3,2.1,95.6,83.5,272.3,503.1,526.1,237.5,104,6.7,0.1,69.8,451.4,1266.7,110.8,1518.8
Jharkhand,1972,8.6,46.5,0.2,9.1,3.2,75.9,248.5,352.7,175.1,54.4,21.6,0.4,55.3,88.2,776.3,76.4,1038.2
Jharkhand,1973,10.6,15.2,23.9,7.1,56.4,184.3,224.3,294.6,365.4,245.1,13.7,0.6,49.7,247.8,884.3,259.4,1252.4
Jharkhand,1974,2.6,0.5,24.3,3.3,51.9,64.9,334.9,331.7,235,76.6,0.3,1,27.4,120.1,901.6,77.9,971.2
Jharkhand,1975,17.2,13.4,26,10.1,30.1,121,477.6,339.2,224.3,102.5,0.1,0,56.6,161.2,1041.1,102.6,1434.3
Jharkhand,1976,0,23.1,7.2,25.2,58.2,107,297.5,263,394.5,9.3,3.2,3.5,30.3,190.4,955,16,1055.7
Jharkhand,1977,19.2,8.1,3.8,47.9,102.5,281.1,458.3,316.4,184.8,50.3,27.3,21.8,31.1,431.5,959.5,99.4,1372.2
Jharkhand,1978,10.5,50.9,45.3,28.4,33.8,283.7,252.8,341.1,376.5,114.3,7,12,106.7,345.9,970.4,133.3,1392.5
Jharkhand,1979,22.4,38.7,6.1,19.5,6.1,129.1,286,174.9,134.2,36.1,18.7,11,67.2,154.7,595.1,65.8,809.7
Jharkhand,1980,13.6,14.9,37.1,21,40,273.7,350.7,281.2,232.1,73.8,0,2.3,65.6,334.7,864,76.1,1369.1
Jharkhand,1981,40.7,33.5,20.1,40.9,94.9,143.3,355.3,226.4,189.5,6.1,3.1,13.4,94.3,279.1,771.2,22.6,1036.1
Jharkhand,1982,8.4,23.6,77.3,30.9,33.4,183.9,180.8,358.7,118.1,52.7,15.7,1.8,109.3,248.2,657.6,70.2,1297.2
Jharkhand,1983,4.3,33.1,9.9,44.4,83.3,131.8,280,240.6,308.8,110.7,0.2,14.7,47.3,259.5,829.4,125.6,1275.5
Jharkhand,1984,33.4,26.2,1.6,14.1,31,479.6,350.4,387.3,155.8,50.2,0.1,0.1,61.2,524.7,893.5,50.4,1110.7
Jharkhand,1985,19.1,9.1,1.6,8.8,48.2,131.2,338,312.6,216.6,153.7,0.5,0.9,29.8,188.2,867.2,155.1,1115.3
Jharkhand,1986,6.9,21.2,3.8,25,74.8,253,352.2,212.9,188.5,128.2,31.1,37.9,31.9,352.8,753.6,197.2,1029.2
Jharkhand,1987,5.9,10.1,10.9,30.3,44.9,93.1,410.8,371.1,299.1,19.7,31.4,5.4,26.9,168.3,1081,56.5,1116.1
Jharkhand,1988,3.1,37.1,42.2,23.7,23.6,303.6,273.5,276.1,127.8,38.7,2.6,1.6,82.4,350.9,677.4,42.9,1069.5
Jharkhand,1989,1.9,0.3,2.8,0.1,66.4,246,285.6,258.9,219,39.6,8.6,19.7,5,312.5,763.5,67.9,921
Jharkhand,1990,0.8,48,22.2,15.4,90.6,197.4,430.7,230.8,226,128.1,14.2,0.3,71,303.4,887.5,142.6,1379.9
Jharkhand,1991,19.3,8,31.1,11.2,33.7,171.3,252.9,384,274,29.4,1.9,34.2,58.4,216.2,910.9,65.5,1016.8
Jharkhand,1992,2.3,6.1,0.6,8.8,51.8,129.8,295.7,265.2,148.5,22.5,1.6,0.3,9,190.4,709.4,24.4,1051.1
Jharkhand,1993,1.7,2,16.1,32,50.5,203.2,214.4,245.9,372.4,49.6,16.2,0,19.8,285.7,832.7,65.8,1118.8
Jharkhand,1994,17.7,23.8,0.6,20,29.2,391.3,451.6,360.7,162.8,118.9,2.7,0.1,42.1,440.5,975.1,121.7,1533.8
Jharkhand,1995,13.7,9.7,22.4,4.3,30.3,134.2,312.3,301.5,395.9,37.5,84.7,20.1,45.8,168.8,1009.7,142.3,1032.3
Jharkhand,1996,17.1,24.4,4.9,8,18.5,302.7,274.1,384.3,133.6,23.9,0.1,0,46.4,329.2,792,24,986.7
