States.UTs,YEAR,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,FirstQuarter,SecondQuarter,ThirdQuarter,FourthQuarter,ANNUAL
East Madhya Pradesh,1977,10.3,4.6,4.6,7.4,7.7,275.8,340.2,420.5,167.9,61.7,66.6,4.9,19.5,290.9,928.6,133.2,1026.7
East Madhya Pradesh,1978,22.3,73.6,30.5,5,0.2,209.1,338.2,428.7,215.7,8.1,14.3,46.8,126.4,214.3,982.6,69.2,939.5
East Madhya Pradesh,1979,47.5,45.4,2.5,0.4,11.2,98.9,243.8,226.7,64.5,6,61.3,1.5,95.4,110.5,535,68.8,929.8
East Madhya Pradesh,1980,9.5,4,4,0.6,1.3,250.1,372,516.7,174.9,2.4,0.3,33.3,17.5,252,1063.6,36,752
East Madhya Pradesh,1981,13.6,1.1,24.3,2.1,14.8,152,338.9,270.2,193.8,4,5.5,15.8,39,168.9,802.9,25.3,918.6
East Madhya Pradesh,1982,86,13.4,9.7,1.7,21.4,97.1,271.7,585.4,160.6,26.5,22.2,1.5,109.1,120.2,1017.7,50.2,779.8
East Madhya Pradesh,1983,10.5,12.4,0.2,7.9,10.3,98.1,350.9,319.8,396.4,64.9,0,4.1,23.1,116.3,1067.1,69,656
East Madhya Pradesh,1984,53.7,37.6,0,3.4,2,91.4,202,590.3,114,14.8,0,1.5,91.3,96.8,906.3,16.3,644.3
East Madhya Pradesh,1985,42.7,6.2,0.3,5.5,3.2,94.9,398.1,340.2,127,97.2,0,0,49.2,103.6,865.3,97.2,807.5
East Madhya Pradesh,1986,11.7,99,19.8,1.4,11.6,186.8,317.2,243,82.5,14,1.1,41.1,130.5,199.8,642.7,56.2,976.5
East Madhya Pradesh,1987,37.7,44.9,8,0.1,8.2,45.2,248.6,307.2,314.3,81.4,16.9,3.6,90.6,53.5,870.1,101.9,816.5
East Madhya Pradesh,1988,7.1,17.6,4.6,5.6,4.1,199.1,363.7,338.1,107.5,19.9,0,2.2,29.3,208.8,809.3,22.1,1022.5
East Madhya Pradesh,1989,0.4,0,18.5,0,3.4,190.3,197.7,358.9,125.3,1.4,1.5,23.6,18.9,193.7,681.9,26.5,880.7
East Madhya Pradesh,1990,0.8,31.1,2.2,2.1,32,315.2,334.7,285.7,331.3,37.3,0,7.5,34.1,349.3,951.7,44.8,791.1
East Madhya Pradesh,1991,3.5,7.8,16.1,3.4,2.6,98.6,319.3,488.1,67.3,5.1,2.9,2.1,27.4,104.6,874.7,10.1,1019.9
East Madhya Pradesh,1992,0,0,0.5,0.4,7.1,38.4,295.4,465.7,235.6,7.9,0.1,0,0.5,45.9,996.7,8,1021.6
East Madhya Pradesh,1993,0,12.2,15.8,1,5.5,105.6,252.9,288.1,415.9,21.7,0.1,0,28,112.1,956.9,21.8,776.4
East Madhya Pradesh,1994,9.5,10.7,0,9.9,1,264.7,550.2,512.1,150.5,24.8,0.4,0,20.2,275.6,1212.8,25.2,975.3
East Madhya Pradesh,1995,24.1,8.9,47,3.2,2.1,81,361.9,355.3,128.7,5.2,2.1,12.8,80,86.3,845.9,20.1,1000.9
East Madhya Pradesh,1996,39.1,15.9,3.5,1.9,0.9,67.2,312.4,369.5,129,47.3,0,0,58.5,70,810.9,47.3,1101.1
East Madhya Pradesh,1997,4,0,0.6,7.4,3.3,95.1,449.1,358.9,198,61.6,76.4,102.6,4.6,105.8,1006,240.6,965.8
East Madhya Pradesh,1998,29.7,5.7,24.1,5.2,2.9,84.4,297.2,323.3,187.1,20.4,33.4,0,59.5,92.5,807.6,53.8,701.5
East Madhya Pradesh,1999,1.5,21.2,0,0,4.8,122.5,336.3,355.9,522.7,79,0,0,22.7,127.3,1214.9,79,784.9
East Madhya Pradesh,2000,0.1,0,0.1,0.1,7.4,167.5,377.7,208.2,111.4,1.8,0,0,0.2,175,697.3,1.8,740.2
East Madhya Pradesh,2001,2.3,0.8,2.4,23,12.4,255.5,468.4,243.9,50.4,110,1,0,5.5,290.9,762.7,111,772.5
East Madhya Pradesh,2002,1.8,29.6,1.2,0.2,5.2,93.5,84.7,491.8,192.1,43.1,5.6,1.2,32.6,98.9,768.6,49.9,1029.5
East Madhya Pradesh,2003,0.7,59.6,2.2,1,0.4,119.9,366.8,370.2,493.3,20.5,0.5,2.9,62.5,121.3,1230.3,23.9,1221.4
East Madhya Pradesh,2004,19.8,0.4,0,1.7,3.9,208.1,203.1,369.1,119.9,25.2,4.1,0,20.2,213.7,692.1,29.3,1395.6
East Madhya Pradesh,2005,35.2,10.6,27.4,3.4,41.7,163.9,597.2,256.6,198.4,27.6,0,4.4,73.2,209,1052.2,32,1040.4
East Madhya Pradesh,2006,0,0,50.3,14.2,18,56.3,373.8,328.3,74.1,13,12.3,3,50.3,88.5,776.2,28.3,916.8
East Madhya Pradesh,2007,7,26.3,8.6,2.9,6.2,74.8,207.8,162.6,130.1,3.1,22.8,1.5,41.9,83.9,500.5,27.4,941.9
East Madhya Pradesh,2008,1.4,4.1,8.9,2.5,5.3,307.6,268.2,270.2,116.1,15.5,3,0.4,14.4,315.4,654.5,18.9,1027.6
East Madhya Pradesh,2009,14.8,1,1.8,2.7,3.7,35.3,317.6,191.3,208.7,68.9,79.2,19,17.6,41.7,717.6,167.1,852.5
East Madhya Pradesh,2010,2.9,10.4,0.1,0.7,1.7,58.4,363.3,271.9,213.4,23.6,10.9,3.3,13.4,60.8,848.6,37.8,690
East Madhya Pradesh,2011,0.6,1.9,0.3,7.1,4.7,332.5,323.6,326.9,276.5,1.1,0,0,2.8,344.3,927,1.1,962.5
East Madhya Pradesh,2012,39.4,0.7,0.6,1.1,1.2,67.8,398.9,351.7,172.6,12.7,3.8,2.7,40.7,70.1,923.2,19.2,838
East Madhya Pradesh,2013,2,43.4,14.1,9.5,0.3,311.9,456.2,480.8,78,124.2,0.5,1,59.5,321.7,1015,125.7,644.5
East Madhya Pradesh,2014,32.1,49.7,17.8,5.1,2.5,91.8,283.4,231.8,139.6,56.4,1.9,12.9,99.6,99.4,654.8,71.2,906.2
East Madhya Pradesh,2015,37.3,11,73.4,25.8,6.3,139.2,262.2,272.1,71.6,38.2,1.2,0.9,121.7,171.3,605.9,40.3,994.3
East Madhya Pradesh,2016,20.2,2.1,17.6,0.1,17.9,99,552.2,462.3,139.6,29,0,0,39.9,117,1154.1,29,908.8
East Madhya Pradesh,2017,4.6,6.7,2,0,11.4,119,353.8,179.1,144,18.8,0.7,0,13.3,130.4,676.9,19.5,744.1
East Rajasthan,1901,21.6,8.9,2.9,0.7,5,15,164.8,175.6,7.5,9.8,0,0.8,33.4,20.7,347.9,10.6,2792.8
East Rajasthan,1902,4.1,0.7,0,1.8,9.9,34.6,247.6,116.7,145.6,14.4,0,2.8,4.8,46.3,509.9,17.2,2674
East Rajasthan,1903,1.9,0.7,1.3,0.1,12.9,15.6,238.2,229.1,168.5,17.8,0,0,3.9,28.6,635.8,17.8,3084.2
East Rajasthan,1904,4.3,5.5,21.7,0.2,27.5,49.9,289.7,223.5,50.2,1.5,5.8,14.7,31.5,77.6,563.4,22,2393.7
East Rajasthan,1905,4.1,8.8,3.2,1.6,2,14.4,130.5,30.9,83.8,0,0,0.6,16.1,18,245.2,0.6,1682.9
East Rajasthan,1906,0.2,23.1,6.2,0,1.6,61.9,262.5,95.5,191.4,1.9,0,3,29.5,63.5,549.4,4.9,2418.8
East Rajasthan,1907,6.3,35.7,7,14.3,12.7,18.5,134.1,319.8,3.3,0,0,0,49,45.5,457.2,0,2766.5
East Rajasthan,1908,13.9,0.8,1.6,0.4,6.2,42.6,395.2,349,58.7,0.2,1.4,0.1,16.3,49.2,802.9,1.7,2735.5
East Rajasthan,1909,4.9,1.4,0,43.2,5.2,115.3,299.4,207.4,82.5,1.7,0,20.8,6.3,163.7,589.3,22.5,2860.5
East Rajasthan,1910,7.9,1.1,0,1.9,1.2,124.6,114,250.2,134.2,48.2,2,0,9,127.7,498.4,50.2,2544
East Rajasthan,1911,13.6,0.5,18.3,0.7,0.1,69.3,42.6,73.8,173.6,6.4,21.2,0.2,32.4,70.1,290,27.8,2134.7
East Rajasthan,1912,9.7,5.2,1.7,2.7,5.5,30.8,304.7,237.6,48.5,2,5.1,1.8,16.6,39,590.8,8.9,2793.2
East Rajasthan,1913,0,9.5,0.8,0.1,46,111.6,160.7,107,44,1.5,0.4,16.6,10.3,157.7,311.7,18.5,2617.5
East Rajasthan,1914,0,0.9,0.9,2,5.8,88.3,325.3,125.6,107.8,11.3,8.6,0,1.8,96.1,558.7,19.9,3464.6
East Rajasthan,1915,19,30.2,33.2,2.3,5,33.7,70,108.8,29.5,69.1,0,0.8,82.4,41,208.3,69.9,2525.8
East Rajasthan,1916,0,3.2,0,0.3,10,87.6,159.4,435.8,122.3,24.7,1.9,0,3.2,97.9,717.5,26.6,3402.6
East Rajasthan,1917,3.6,8.8,4.1,11,90.9,149.2,265.4,383.5,333.9,99.8,0,0.3,16.5,251.1,982.8,100.1,3430.9
East Rajasthan,1918,4,0,2.4,0.7,2.6,28.3,49.6,163.3,19,0.1,3.5,0.1,6.4,31.6,231.9,3.7,1867.2
East Rajasthan,1919,29.2,0,0.7,5.3,14.1,31.4,265,356.4,53,0.3,23.2,8.3,29.9,50.8,674.4,31.8,2851.8
East Rajasthan,1920,8.6,3.7,2.8,0.5,45.8,150.5,295.4,78.3,10.8,0.1,0,0,15.1,196.8,384.5,0.1,1924
East Rajasthan,1921,18.3,0,0,0.2,0,22.3,178.9,153.2,173.1,1,0,0.7,18.3,22.5,505.2,1.7,2899.2
East Rajasthan,1922,6,0.4,0,0.3,9,83.9,242.2,144.3,169.3,0.8,1.6,12.1,6.4,93.2,555.8,14.5,2817.6
East Rajasthan,1923,2,8.5,3.7,0.6,12.8,9.4,325.3,262.7,52.8,1.2,0.4,10.6,14.2,22.8,640.8,12.2,2770.4
East Rajasthan,1924,13.6,5.8,0,0.1,5.2,33.4,271.8,262.8,262.2,40.4,3.7,25.4,19.4,38.7,796.8,69.5,2444.2
East Rajasthan,1925,0.1,0,0,0.1,14.7,163.2,209.3,56.2,16.9,3.7,19.5,0,0.1,178,282.4,23.2,2305.2
East Rajasthan,1926,6.1,1.1,28.7,2.5,18.6,13.9,216.1,342.6,202.3,0.2,0,0.2,35.9,35,761,0.4,3165.8
East Rajasthan,1927,0,9.4,0.5,1.9,5.7,19,272.9,283.7,69.9,7.7,26,29.3,9.9,26.6,626.5,63,2747
East Rajasthan,1928,2.9,16.4,0.6,0.1,2.2,23.4,236.7,187.1,37.9,84.2,10.4,6.4,19.9,25.7,461.7,101,3172.5
East Rajasthan,1929,3.6,1.5,0,4,6.9,50.9,270.8,194,34.4,0.6,0,9.1,5.1,61.8,499.2,9.7,2509.3
East Rajasthan,1930,16.7,1,0.2,0.4,22.2,72.7,296.9,158.7,40.4,51.9,0.1,0,17.9,95.3,496,52,2845.8
East Rajasthan,1931,0.4,2.2,2.2,0.1,9.8,11.5,224.5,401.4,60.4,60.5,0.3,1.1,4.8,21.4,686.3,61.9,3999.3
East Rajasthan,1932,0.3,0.6,14,5.4,3.9,21.7,219,187.1,88.9,2.3,0,0.6,14.9,31,495,2.9,2962.9
East Rajasthan,1933,0.3,5.8,1.5,22.3,30.1,209.1,170.7,284.9,185.6,13.4,12.3,1.9,7.6,261.5,641.2,27.6,3343.4
East Rajasthan,1934,4.5,0,13.3,0.3,0.2,118.3,136.1,420.4,105,0,2,8.7,17.8,118.8,661.5,10.7,3272.3
East Rajasthan,1935,14.8,5.8,0.7,10.5,1.3,34.2,299.4,119.7,170.1,16.5,1.1,10.7,21.3,46,589.2,28.3,2542.6
East Rajasthan,1936,1.7,4.9,13.8,0.3,3.8,133.6,115.5,140,107.1,0,18.4,3.1,20.4,137.7,362.6,21.5,2783.3
East Rajasthan,1937,0,12.2,0.5,1,7.8,98.7,365.4,60.5,113.6,3.3,0.6,6.8,12.7,107.5,539.5,10.7,3191.9
East Rajasthan,1938,6.2,0,0.1,0.1,5.5,140.3,213.5,117.5,10.9,9,0,0,6.3,145.9,341.9,9,3495.5
East Rajasthan,1939,1.6,12.7,9.3,0,0.1,62,108.3,112.7,92.9,1.1,0,0,23.6,62.1,313.9,1.1,2758.6
East Rajasthan,1940,26,16.9,15.9,2.1,5.7,61.3,189.5,290.7,33.7,2.5,8.3,0.4,58.8,69.1,513.9,11.2,3313.7
East Rajasthan,1941,11.7,9,2,0,10.1,39.9,110.2,247.6,70.8,1.1,0,3.3,22.7,50,428.6,4.4,1889.7
East Rajasthan,1942,15.9,9.9,0,2.1,8,61.3,399.5,320.8,120.7,0,0,1.1,25.8,71.4,841,1.1,3279.4
East Rajasthan,1943,7.4,0.1,0,4.8,6.6,52.6,400.2,111.1,133.6,0.1,0,0.1,7.5,64,644.9,0.2,3251.2
East Rajasthan,1944,20.1,6.9,24.4,7.9,1.7,75.5,309.9,411.9,31.7,14.5,0.9,1.5,51.4,85.1,753.5,16.9,2952.2
East Rajasthan,1945,15.5,0,0.1,6.8,11.2,125.9,346,215.1,138,3.2,0,0,15.6,143.9,699.1,3.2,3244.5
East Rajasthan,1946,0,10.3,0,1.4,7.8,124.6,184.3,429.8,84.5,8.7,12.7,23.5,10.3,133.8,698.6,44.9,3359
East Rajasthan,1947,6.6,2.5,0.6,0.5,0.8,14.2,118.3,284.1,272,10.3,0.1,4.9,9.7,15.5,674.4,15.3,3090.1
East Rajasthan,1948,39.2,11.9,1.9,0.3,0.9,29.7,221.2,243,94.9,12.2,8.3,0,53,30.9,559.1,20.5,3119.6
East Rajasthan,1949,1.1,0.9,0.1,0.2,5.2,32.5,279.8,81,101,5.9,1.5,0,2.1,37.9,461.8,7.4,3213.7
East Rajasthan,1950,0.9,0.2,3.4,0,6.4,13.3,318.8,174.7,221.5,0,0,0.7,4.5,19.7,715,0.7,2929.2
East Rajasthan,1951,1.9,0,6.2,2.8,8,51.8,97.8,156.3,18.8,0.7,18.6,0,8.1,62.6,272.9,19.3,2849.3
East Rajasthan,1952,0.7,3.3,0.9,2.1,0.3,109.2,360.4,224.1,7.5,0.2,0,3.9,4.9,111.6,592,4.1,2521.9
East Rajasthan,1953,32.3,0,0,1.4,2.3,59.8,164.3,272.2,50.3,2.2,0,1,32.3,63.5,486.8,3.2,3327.7
East Rajasthan,1954,3.9,19.6,4.8,0,0.1,42.5,253.4,77.6,240.1,23.6,0.4,0,28.3,42.6,571.1,24,3790.4
East Rajasthan,1955,9.5,3.6,0.7,0,3.4,100.3,61.1,358.6,233,74.3,0,0.1,13.8,103.7,652.7,74.4,3897.4
East Rajasthan,1956,6,0.6,9.8,0.2,1.7,35.1,440.6,215.4,51.5,161.9,0.8,5.3,16.4,37,707.5,168,3663.7
East Rajasthan,1957,26.5,0.1,13.4,0.6,3.7,63.4,243.6,222.4,71.2,12.6,1.6,3.2,40,67.7,537.2,17.4,3123.5
East Rajasthan,1958,3.9,0.7,0.8,0.5,1.4,46.2,288.8,153.9,224.8,14.5,6.1,1.1,5.4,48.1,667.5,21.7,4000.3
East Rajasthan,1959,6,0.1,0.2,3.8,34.8,36.8,252.3,248.9,152.6,43,7.5,0.3,6.3,75.4,653.8,50.8,3588.6
East Rajasthan,1960,1.8,0,7,1.2,5.3,63.1,152.1,332,20.2,7.4,0,1.5,8.8,69.6,504.3,8.9,3027.8
East Rajasthan,1961,11.9,7,0,0.6,5,39.2,227.8,225.7,337.2,23,6,0.9,18.9,44.8,790.7,29.9,3921
East Rajasthan,1962,1.1,1.5,3.6,2.1,2.9,5.1,262.4,176,139.9,0,1.7,7.8,6.2,10.1,578.3,9.5,3485.2
East Rajasthan,1963,0.4,1.4,1,2.7,2,33.2,130.3,283.9,97.3,6.9,17.6,0.9,2.8,37.9,511.5,25.4,3606.8
East Rajasthan,1964,0,0,0,0.1,30.6,42,211.1,289.6,71.7,0.1,0,1,0,72.7,572.4,1.1,3192.7
East Rajasthan,1965,4.6,4.2,1.9,3.1,3.3,7,201.7,106.9,83.4,7.8,0,0,10.7,13.4,392,7.8,3071.6
East Rajasthan,1966,0.1,2.6,0,0,12.7,74.8,141.7,156.2,81.3,0.6,3.1,0.2,2.7,87.5,379.2,3.9,2427.6
East Rajasthan,1967,0,0,57.4,1.4,2.6,87.3,157.3,250.9,163.1,1.1,1.3,37.7,57.4,91.3,571.3,40.1,2752.4
East Rajasthan,1968,8.6,1.5,6.6,0.1,4.2,5.2,296.2,181.3,10.7,4.9,0,0.2,16.7,9.5,488.2,5.1,2359.3
East Rajasthan,1969,3.5,1.1,1.7,1.9,4.9,16.7,226.4,258.5,117.2,0.1,2.1,0,6.3,23.5,602.1,2.2,3127.3
East Rajasthan,1970,6.7,25.3,1.7,0.1,5.8,91.7,146.3,318.9,117.3,4.6,0,0,33.7,97.6,582.5,4.6,3596.6
East Rajasthan,1971,2.8,0.7,0.1,1.2,33,171.3,288.9,155,117.2,13.6,0.6,0,3.6,205.5,561.1,14.2,2754
East Rajasthan,1972,0.4,4.4,0,1.1,0.8,72.4,86.7,259.9,21.9,3.3,3.3,0.1,4.8,74.3,368.5,6.7,1873
East Rajasthan,1973,3.3,3.2,0.6,0.1,12.8,36.1,260.2,380.9,242.4,6.7,0,1.9,7.1,49,883.5,8.6,2836.2
East Rajasthan,1974,0,0,0.4,0.2,18.1,30.6,297.8,165.4,19.2,77,0,3.2,0.4,48.9,482.4,80.2,3086.7
East Rajasthan,1975,1.2,0.5,1.4,0.2,2.3,87.1,271,317.6,173.9,42.6,0.1,0,3.1,89.6,762.5,42.7,3515.5
East Rajasthan,1976,8.7,6.4,0.1,1.4,12.2,90.8,201.2,318,126.2,0.2,50.2,0,15.2,104.4,645.4,50.4,3062.9
East Rajasthan,1977,10.8,2.3,0.1,6.4,18.9,112.7,394.9,223.1,115.1,1.1,1.9,0.2,13.2,138,733.1,3.2,3103.4
East Rajasthan,1978,0.3,10.3,4.1,2.5,0,83.4,302.9,249.5,55.9,4.7,8,5.6,14.7,85.9,608.3,18.3,2885.5
East Rajasthan,1979,6.6,25.8,2.8,0.9,16.5,47.6,206.5,129.7,14.7,3.3,58.1,2.7,35.2,65,350.9,64.1,2509.2
East Rajasthan,1980,0.7,0.5,3.6,0.1,1.7,141.2,203,150.5,28,1,0.8,16.3,4.8,143,381.5,18.1,2724.2
East Rajasthan,1981,4.4,0.8,4.7,0.2,7.7,57.7,299.4,141.8,64.6,8.7,23.8,1.5,9.9,65.6,505.8,34,3124.7
East Rajasthan,1982,16.7,4.4,7.1,16.6,32,28.6,178.1,294.3,19.4,10.7,48.4,4,28.2,77.2,491.8,63.1,2698.8
East Rajasthan,1983,3.6,1.6,0.1,29.4,31.9,72.4,256.5,240,127.9,31.8,0,0.1,5.3,133.7,624.4,31.9,3814.5
East Rajasthan,1984,1.2,0.3,0,0.3,0.3,32.5,147.9,272,108.8,0.1,0,0,1.5,33.1,528.7,0.1,2583.8
East Rajasthan,1985,0.9,0.1,0.6,3.9,6,21,176.8,245,37.5,87.6,0.2,8.5,1.6,30.9,459.3,96.3,2968.5
East Rajasthan,1986,3.7,21.3,1.1,0.6,24.4,54.3,312.6,146.6,18.7,6.6,0,0.1,26.1,79.3,477.9,6.7,2127.6
East Rajasthan,1987,11.2,4.6,1.5,0.1,20.9,44.2,57.1,226.2,27.9,19,0,23.2,17.3,65.2,311.2,42.2,2635
East Rajasthan,1988,1.9,1.4,6.4,4.3,2.2,96.4,229.8,204.3,82.3,10.3,0.1,0.7,9.7,102.9,516.4,11.1,3293
East Rajasthan,1989,6.8,0.1,2.2,0.1,0.4,52.5,130.6,283.7,33.1,0,0.5,0.5,9.1,53,447.4,1,2771.4
East Rajasthan,1990,0,27.5,1,0.7,18.9,75.4,229,253.3,162.3,6.1,5.1,0.8,28.5,95,644.6,12,3568
East Rajasthan,1991,0.2,2.5,0.4,11,3,18.1,274.6,214.4,43.1,0.3,5.2,5.9,3.1,32.1,532.1,11.4,2954.6
East Rajasthan,1992,7.1,2.3,2.9,0.5,10.4,18,244.9,260.2,125.8,42.2,8.5,0.7,12.3,28.9,630.9,51.4,2840.4
East Rajasthan,1993,0.2,8.8,4,4,4.5,98.5,262.8,92.1,113.9,5.9,0.4,0.1,13,107,468.8,6.4,3480.8
East Rajasthan,1994,23.3,0.9,0.5,7.1,4.5,116.6,319.3,259.8,106.8,0,0.4,0,24.7,128.2,685.9,0.4,3179.8
East Rajasthan,1995,29.8,2.9,7,0.7,0.8,22.6,275.4,310.8,92.4,6.5,0,5.3,39.7,24.1,678.6,11.8,2766.1
East Rajasthan,1996,3.8,5.2,1.4,3,8.5,118.2,202.6,256,103.4,13.2,0.3,0,10.4,129.7,562,13.5,2920.8
East Rajasthan,1997,0.8,0.2,1.7,10.2,14.2,52.1,143.2,196.6,78.7,45.8,11.8,18.5,2.7,76.5,418.5,76.1,3027.2
East Rajasthan,1998,0,1.8,3.7,3.4,2.2,46.4,145.9,118.1,114.8,36.7,2.7,0,5.5,52,378.8,39.4,3234.6
East Rajasthan,1999,1.6,4.9,0.1,0.1,6.3,53.4,190.5,70.9,65.1,15.5,0,0.1,6.6,59.8,326.5,15.6,2912.1
East Rajasthan,2000,0.3,0.6,0.4,2.3,21,20.2,270.6,95.5,28.7,0.4,0,0.1,1.3,43.5,394.8,0.5,3133.2
East Rajasthan,2001,0.9,0.1,0.3,6.4,22.9,100.2,271.4,126.4,7.7,9.2,0,5.8,1.3,129.5,405.5,15,2395.4
East Rajasthan,2002,1.6,11,0.1,1.2,8.6,71.4,13.5,130.6,41.2,0.8,0.8,4.5,12.7,81.2,185.3,6.1,2537.3
East Rajasthan,2003,4.1,21.4,0.5,0.2,3.5,76.6,245.8,178.5,93.6,0.1,0,2.3,26,80.3,517.9,2.4,2842.2
East Rajasthan,2004,2.5,0,0,2.2,9.3,52.8,105.8,380.9,24.7,27.5,0.4,0.1,2.5,64.3,511.4,28,2986.1
East Rajasthan,2005,0.4,3.6,5.7,6.2,4.8,55.6,239,80,172.5,0,0,0,9.7,66.6,491.5,0,3615.8
East Rajasthan,2006,0,0,11.9,0.4,13.1,73.8,215.9,341.5,88.9,2.4,0.1,0.5,11.9,87.3,646.3,3,3482.2
East Rajasthan,2007,0.7,16.8,10.6,1.5,5.5,63,223,167.9,86.1,0,0,0.5,28.1,70,477,0.5,3468.3
East Rajasthan,2008,0.1,0,0.5,9,22.1,160.6,166.1,167.9,112.7,3,2.4,0.1,0.6,191.7,446.7,5.5,3053
East Rajasthan,2009,0.5,0.2,2.4,0.2,5.7,38.9,189.1,113.3,45.5,10.9,7,0.5,3.1,44.8,347.9,18.4,2716.6
East Rajasthan,2010,1.9,2.4,0.5,0.4,0.7,27.3,196.2,275.9,128.9,0.8,49.5,5,4.8,28.4,601,55.3,3778.1
East Rajasthan,2011,0,11.2,0.2,0.5,5.1,140.9,193.6,284.1,166.4,0,0,0,11.4,146.5,644.1,0,3825.2
East Rajasthan,2012,1.9,0,0,3.6,9.5,11.2,170.5,365,131.3,0.5,0,0.1,1.9,24.3,666.8,0.6,3018.4
East Rajasthan,2013,1.4,21.7,0.4,3.2,1,90.6,319,278.5,88,30.6,1.3,0.3,23.5,94.8,685.5,32.2,3523.9
East Rajasthan,2014,28.4,10,6.4,7.3,8.4,23.5,197.1,261,136.9,3.2,0,1.1,44.8,39.2,595,4.3,2757.7
East Rajasthan,2015,12.1,0.1,55.9,15.9,3.5,96.4,297.6,142.8,20.1,5,0.5,0.8,68.1,115.8,460.5,6.3,2081.8
East Rajasthan,2016,0.6,0.4,3.8,0,9.5,61.7,326.2,385.6,40.2,32.6,0,0,4.8,71.2,752,32.6,3663.9
East Rajasthan,2017,8.4,0,5.5,0.7,15.1,89.9,293.3,137.3,46.4,0,0.4,3.4,13.9,105.7,477,3.8,3443.4
East Uttar Pradesh,1901,62.6,31.3,8.2,1.1,13.6,21.8,226.5,285.6,215.4,4.9,0.1,2.1,102.1,36.5,727.5,7.1,873.2
East Uttar Pradesh,1902,6.1,2.3,2.4,2,21.4,32.5,411.5,155.4,257.2,13.2,1.2,0,10.8,55.9,824.1,14.4,905.2
East Uttar Pradesh,1903,8.2,0.4,1.3,0.7,15.3,71.6,115.3,420.2,258.7,324.7,0,0,9.9,87.6,794.2,324.7,1216.4
East Uttar Pradesh,1904,7.3,1.5,8.3,0.4,28.7,148,359.4,328.8,95,50.6,17,26.3,17.1,177.1,783.2,93.9,1071.3
East Uttar Pradesh,1905,16.8,23.6,20,5.4,15.4,17.3,302.4,316.2,169.5,3.3,0,1.6,60.4,38.1,788.1,4.9,891.5
East Uttar Pradesh,1906,5.7,58.2,6.7,0,13.5,140.6,341.2,290.9,135.5,5.1,0,0.1,70.6,154.1,767.6,5.2,997.5
East Uttar Pradesh,1907,2.1,74.9,19.2,20.3,11.1,48.6,173.5,290.9,25.7,0,0,0.1,96.2,80,490.1,0.1,666.4
East Uttar Pradesh,1908,19.2,15.7,7.7,0.8,5.2,63.3,230.5,304,86.1,11.9,0,0.3,42.6,69.3,620.6,12.2,744.7
East Uttar Pradesh,1909,8.4,5.4,0,66.6,6.6,248.9,399,206.9,135.3,9,0,20.5,13.8,322.1,741.2,29.5,1106.6
East Uttar Pradesh,1910,4.4,0.2,0.5,1.6,28.6,163.8,231.1,341.4,213.5,103,28,0.2,5.1,194,786,131.2,1116.3
East Uttar Pradesh,1911,40.1,0.1,29.1,2.2,4,121.8,85.9,320.7,373.4,99.4,37.1,0.1,69.3,128,780,136.6,1113.9
East Uttar Pradesh,1912,16,7.3,6.5,5.7,18.8,60.6,336.5,279.1,117.6,0.7,30.2,0.5,29.8,85.1,733.2,31.4,879.5
East Uttar Pradesh,1913,0.6,37.1,32,0.5,68.7,175,222,200,95.7,15.5,0,14.5,69.7,244.2,517.7,30,861.6
East Uttar Pradesh,1914,1.3,16.1,21.8,8.3,55.3,37.2,407.7,346.1,92.1,2.6,0.1,0.2,39.2,100.8,845.9,2.9,988.8
East Uttar Pradesh,1915,12.5,45.5,25.6,5.8,20.1,107.9,285.4,417.2,387.4,98.6,1.9,1.9,83.6,133.8,1090,102.4,1409.8
East Uttar Pradesh,1916,0,20.1,0,6.9,7.3,243.5,314.8,351.2,197.4,55.5,5.1,0,20.1,257.7,863.4,60.6,1201.8
East Uttar Pradesh,1917,7.9,32.2,8.4,3.9,43.8,171.4,356.7,230,302.2,55.4,0,4.6,48.5,219.1,888.9,60,1216.5
East Uttar Pradesh,1918,0.6,0.1,5.3,4.3,20.3,142,110.4,261.6,104,0.1,1.1,0.9,6,166.6,476,2.1,650.7
East Uttar Pradesh,1919,46.2,9.6,2.9,6.5,12.2,68.8,347.4,237.4,228.9,59.1,0.1,4.4,58.7,87.5,813.7,63.6,1023.5
East Uttar Pradesh,1920,0,12.5,13.6,0.8,16,86.2,468.4,161.4,98.2,3.1,0,0,26.1,103,728,3.1,860.2
East Uttar Pradesh,1921,41.2,0.7,2.5,8.5,0.5,166.8,203.6,460.7,218.2,11.1,0,1,44.4,175.8,882.5,12.1,1114.8
East Uttar Pradesh,1922,27.6,5.7,0,4.4,2.9,130.2,436.8,438.1,299.1,3.1,0.6,15.5,33.3,137.5,1174,19.2,1364
East Uttar Pradesh,1923,1.2,38.1,0.1,0.1,5.4,41.9,276.6,340.5,261.7,93.2,1,16.2,39.4,47.4,878.8,110.4,1076
East Uttar Pradesh,1924,11.5,7.3,1,0.2,2.2,42.1,500.9,239.9,266.3,29.2,11.1,8.3,19.8,44.5,1007.1,48.6,1120
East Uttar Pradesh,1925,5.2,0,0.4,16.7,20.9,140.8,443.9,236.3,233.1,6,10.9,0,5.6,178.4,913.3,16.9,1114.2
East Uttar Pradesh,1926,11.3,2.5,44.6,14,19,18.7,365.5,259.8,225.2,26.8,0.5,1.5,58.4,51.7,850.5,28.8,989.4
